name,placeType,city,state,country,rating,reviewsNumber,hostedBy,guestNum,bedroomNum,bedNum,bathNum,cleanliness,accuracy,communication,location,checkIn,Value,full_location,hostJoined,pricePerNight,ID,url,page
Cabin 2 pax Hidalgo -Omitlán de Juárez,Entire cabin,NA,NA,NA,4.33,6,,2,1,1,1,4.7,4.7,5.0,4.5,4.7,4.8,"Hidalgo, Mexico",2021,41,160,https://airbnb.com/rooms/791311744032194566?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748237_GBxqGBRQhY0TDOez&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
"Casa Rodante in Real del Monte, Hidalgo",Camper/RV,NA,NA,NA,4.83,40,Cabañas,2,1,1,1,4.9,4.9,5.0,4.8,4.9,4.8,"Mineral del Monte, Hidalgo, Mexico",2021,58,161,https://airbnb.com/rooms/54291568?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1697748237_erYtrm5SPMFB7fg6&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,9
Simple room | Hotel with mountain views,Boutique hotel,NA,NA,NA,4.14,7,Jorge,2,1,1,1,4.1,3.9,3.7,4.9,4.1,3.7,"Mineral del Monte, Hidalgo, Mexico",2021,39,162,https://airbnb.com/rooms/54050661?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748237_JJBjFggvbneLsNec&previous_page_section_name=1000&federated_search_id=1fc806b1-fc1f-46de-abd7-80a0dbe78473,10
Magical place to rest and enjoy,Hut,Omitlán de Juárez,Hidalgo,Mexico,5.0,5,Desarrollo Turistico,6,3,3,3,4.8,5.0,4.8,4.8,5.0,5.0,"Omitlán de Juárez, Hidalgo, Mexico",2022,182,163,https://airbnb.com/rooms/746315677957193839?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748252_rS1TflMDj4ZVdRaG&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
High glamping,"Room in Huasca de Ocampo, Mexico",Huasca de Ocampo,Hidalgo,Mexico,,,,1,Dedicated,Dedicated,,,,,,,,"Huasca de Ocampo, Hidalgo, Mexico",,72,164,https://airbnb.com/rooms/971045948337031566?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1731924816&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748252_Ip4P0u2%2FHAWKqmKU&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
"Simple room, ♥ within reach",Hotel,NA,NA,NA,4.25,20,Aureliano,2,1,1,1,4.6,4.5,4.7,5.0,4.8,4.4,"Mineral del Monte, Hidalgo, Mexico",2018,34,165,https://airbnb.com/rooms/27652478?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748252_y7nJ4Lm2E7aGX%2BxN&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Cosy House in Magic Village,Entire home,Mineral del Monte,Hidalgo,Mexico,,,,8,4,4,3,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2016,152,166,https://airbnb.com/rooms/54195381?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-26&check_out=2023-10-31&source_impression_id=p3_1697748252_MwpwnrT5hIx1fvj6&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Eco hotel sixth sun,Hotel,Mineral del Monte,Hidalgo,Mexico,3.60,5,,2,1,1,1,3.4,3.6,3.6,4.0,3.6,3.6,"Mineral del Monte, Hidalgo, Mexico",2022,39,167,https://airbnb.com/rooms/643640266303258353?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748252_VIRdn1JVWWh3sDK0&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
"""Don Polo"" Ranch (Cabin 2)",Entire cabin,NA,NA,NA,4.46,35,Diego,4,2,2,1,4.6,4.7,4.9,4.4,4.4,4.3,"Mineral del Monte, Hidalgo, Mexico",2019,52,168,https://airbnb.com/rooms/46011974?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748252_W7U%2FylRxwvDso0B8&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
"Cabaña El Encino II in Real del Monte, Hidalgo",Entire vacation home,NA,NA,NA,4.76,17,Cabañas,4,1,1,1,5.0,4.9,4.9,4.7,4.8,4.8,"Barrio De Escobar, Hidalgo, Mexico",2021,86,169,https://airbnb.com/rooms/53954349?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-21&check_out=2023-10-26&source_impression_id=p3_1697748252_XQWvKO6e9vxcoNIw&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
La Casa de las Ardillas,"Room in San José Ocotillos, Mexico",San José Ocotillos,Hidalgo,Mexico,,,,2,4,4,,,,,,,,"San José Ocotillos, Hidalgo, Mexico",,25,170,https://airbnb.com/rooms/979274159306784036?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1739560118&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748252_s%2BWhmlLG6cGB0l45&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Cabin with the best landscapes!! 1 Real del Monte,Entire cottage,Mineral del Monte,Hidalgo,Mexico,4.81,26,Javier,6,3,3,2,4.8,4.8,5.0,4.7,4.7,4.7,"Mineral del Monte, Hidalgo, Mexico",2018,86,171,https://airbnb.com/rooms/24499488?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-01&check_out=2024-01-06&source_impression_id=p3_1697748252_DVmJJw9Zdrix04M7&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Cabaña Imperial Real del Monte 7,Entire cabin,Mineral del Monte,Hidalgo,Mexico,,,Juan,4,2,2,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2020,99,172,https://airbnb.com/rooms/832745219728618559?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748252_%2BQeaSpDIuaaqGAPG&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
"Casa Lila, Hospitality in Mineral del Monte",Tiny home,Mineral del Monte,Hidalgo,Mexico,,,Víctor,4,2,2,2,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2018,72,173,https://airbnb.com/rooms/52584683?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748252_REP6ZiE1cZJO2xQI&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Posada Finca Alfonso,"Room in Pachuca de Soto, Mexico",NA,NA,NA,3.25,4,Celene,18,10,10,,4.0,3.8,5.0,4.2,3.5,3.5,"Pachuca de Soto, Hidalgo, Mexico",2018,29,174,https://airbnb.com/rooms/819627171448450739?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-26&check_out=2023-10-31&source_impression_id=p3_1697748252_hVxa4M5EdsdVObq0&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Casa Rodante En Real del Monte,Camper/RV,NA,NA,NA,4.87,264,Gabriela,2,1,1,1,4.9,4.8,5.0,4.8,4.8,4.8,"Hidalgo, Mexico",2016,62,175,https://airbnb.com/rooms/33717827?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-01&check_out=2024-01-06&source_impression_id=p3_1697748252_CxtdhZGLKBE%2BXXh4&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Elm Lodge,Room in a nature lodge,NA,NA,NA,,,Mauricio,3,1,1,1,5.0,4.9,4.8,5.0,5.0,5.0,"Mineral del Monte, Hidalgo, Mexico",2019,68,176,https://airbnb.com/rooms/35347723?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748252_1glAiiK6On0f%2BLlW&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Cabin in the woods that will fill you with life.,Place to stay in a cabin,Mineral del Monte,Hidalgo,Mexico,,,,4,1,1,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2021,83,177,https://airbnb.com/rooms/721791784630480697?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748252_z1u23Mu4hS9GwWG4&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Tiny house 15 minutes away from Real del Monte,Tiny home,Omitlán de Juárez,Hidalgo,Mexico,,,Luis,6,2,2,1.5,,,,,,,"Omitlán de Juárez, Hidalgo, Mexico",2018,74,178,https://airbnb.com/rooms/971732419126485952?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-21&check_out=2023-10-26&source_impression_id=p3_1697748252_44xysmrl7XaDV9JB&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Budget room close to downtown,Hotel,NA,NA,NA,4.86,7,Ana,2,1,1,1,4.9,5.0,5.0,4.3,5.0,4.4,"Mineral del Monte, Hidalgo, Mexico",2018,33,179,https://airbnb.com/rooms/45506475?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748252_pZqqMYKDP091sDE8&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,10
Rancho “Don Polo” (page 4),Entire cabin,NA,NA,NA,4.27,11,Diego,4,2,2,1,4.5,4.4,4.5,4.5,4.3,4.1,"Mineral del Monte, Hidalgo, Mexico",2019,52,180,https://airbnb.com/rooms/45472532?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748252_JU5jBAok7E5jXnK8&previous_page_section_name=1000&federated_search_id=a33667d1-3f31-4ec6-92e7-f188b7c9c8e4,11
Mt. Mineral Cabin | Firepit,Boutique hotel,NA,NA,NA,,,Jorge,6,1,1,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2021,94,181,https://airbnb.com/rooms/54052275?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748266_FElCA0Bt6h5kEK7V&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
Don Rafael III Stay,Hotel,NA,NA,NA,4.56,16,Ismael,2,1,1,1,4.8,4.8,4.8,5.0,4.9,4.6,"Mineral del Monte, Hidalgo, Mexico",2018,39,182,https://airbnb.com/rooms/27555613?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748266_45kZnOVtAaAe%2FiGC&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
Olinda Cabana,Treehouse,Huasca de Ocampo,Hidalgo,Mexico,,,,4,2,2,1,,,,,,,"Huasca de Ocampo, Hidalgo, Mexico",2019,114,183,https://airbnb.com/rooms/932643143534002468?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-28&check_out=2023-11-02&source_impression_id=p3_1697748266_0nTj19rqdC%2BPkNz%2F&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
La Frida Rosa In Mineral Del Monte,Boutique hotel,NA,NA,NA,,,Haydée,2,1,1,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2018,33,184,https://airbnb.com/rooms/662494194829636507?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748266_5OnnxdMXISvioRPc&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
"Hotel Posada Real, double bedroom",Hotel,Mineral del Monte,Hidalgo,Mexico,4.36,22,Pablo,4,1,1,1.5,4.8,4.3,4.8,4.7,4.5,4.5,"Mineral del Monte, Hidalgo, Mexico",2016,50,185,https://airbnb.com/rooms/45653001?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748266_TaesNt7neXOpixf1&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
Casa Valentino Trattoria & Lodging,Hostel,Mineral del Monte,Hidalgo,Mexico,4.75,4,,2,1,1,1,4.5,4.8,4.8,5.0,4.8,5.0,"Mineral del Monte, Hidalgo, Mexico",2021,29,186,https://airbnb.com/rooms/583609515854244151?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-29&check_out=2023-11-03&source_impression_id=p3_1697748266_6qsJBg%2BETDXhLLsI&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
Hotel Posada Real Room KING,Hotel,Mineral del Monte,Hidalgo,Mexico,4.67,12,Pablo,2,1,1,1.5,4.6,4.6,4.8,4.6,4.1,4.3,"Mineral del Monte, Hidalgo, Mexico",2016,42,187,https://airbnb.com/rooms/46049630?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748266_pHODMG7PSS9%2FpRfE&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
Vista Bonita en Velillo,Entire cabin,NA,NA,NA,,,Javier,2,2,2,1,,,,,,,"Hidalgo, Mexico",2018,73,188,https://airbnb.com/rooms/808768797751424973?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748266_2TdSrb%2FFXeRImjmk&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
Amor-es cabins in Real del Monte - Double Cabin,"Room in Mineral del Monte, Mexico",Mineral del Monte,Hidalgo,Mexico,4.50,4,,2,2,2,,5.0,4.8,4.8,3.5,3.5,4.0,"Mineral del Monte, Hidalgo, Mexico",,83,189,https://airbnb.com/rooms/717468910375848568?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1491314420&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748266_xqbQn%2B2ll5t48EKD&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
"El Encino Cabin in Real del Monte, Hidalgo",Entire vacation home,Barrio De Escobar,Hidalgo,Mexico,4.71,7,,2,1,1,1,5.0,4.9,4.9,4.7,4.7,4.7,"Barrio De Escobar, Hidalgo, Mexico",2021,86,190,https://airbnb.com/rooms/54016750?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748266_eTZyI68%2Fd8ZumMrQ&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
Cabaña 6pax Hidalgo Omitlan de Juarez,Entire cabin,NA,NA,NA,4.0,3,Hidalgo Rotamundos,6,2,2,1,4.3,4.3,4.0,4.3,4.0,3.3,"Hidalgo, Mexico",2021,83,191,https://airbnb.com/rooms/791380608427450348?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748266_yya%2BTTaRh9UU%2FCql&previous_page_section_name=1000&federated_search_id=2ef5f084-872e-45bc-b601-4c1fe8fcafc1,11
