name,placeType,city,state,country,rating,reviewsNumber,hostedBy,guestNum,bedroomNum,bedNum,bathNum,cleanliness,accuracy,communication,location,checkIn,Value,full_location,hostJoined,pricePerNight,ID,url,page
Tiny House Hojarasca 2,Tiny home,Mineral del Monte,Hidalgo,Mexico,4.93,15,Luis Daniel,2,1,1,1,4.9,4.9,5.0,4.5,4.5,4.9,"Mineral del Monte, Hidalgo, Mexico",2020,64,54,https://airbnb.com/rooms/863157432693614094?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748145_cExQeiwxDytz%2FY90&previous_page_section_name=1000&federated_search_id=0b5972fe-3688-48fa-8eab-6443f6a0cb91,4
Cheerful cottage,Entire cottage,Mineral del Monte,Hidalgo,Mexico,4.44,43,,4,1,1,2,4.3,4.7,4.8,4.7,4.5,4.3,"Mineral del Monte, Hidalgo, Mexico",2022,72,55,https://airbnb.com/rooms/567643543354110969?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748160_Sa%2FSoAm%2FHeAuNeSx&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Eco-friendly loft with art,Entire loft,NA,NA,NA,5.0,3,Eric,4,1,1,1,5.0,5.0,5.0,5.0,4.7,5.0,"Hidalgo, Mexico",2023,59,56,https://airbnb.com/rooms/966632632966426836?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748160_ASAi7ARJ%2BrS1TAzk&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
"""QUINTA ANGEL""",Entire home,Mineral del Monte,Hidalgo,Mexico,4.81,79,Jorge,12,4,4,1.5,4.7,4.9,4.8,4.8,4.8,4.8,"Mineral del Monte, Hidalgo, Mexico",2019,138,57,https://airbnb.com/rooms/32982670?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-21&check_out=2023-10-26&source_impression_id=p3_1697748160_T5JcAu0HUyB272pn&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Refuge in the woods 6,Treehouse,Huasca de Ocampo,Hidalgo,Mexico,4.69,36,Sergio,3,1,1,1,4.8,4.8,4.8,4.8,4.7,4.8,"Huasca de Ocampo, Hidalgo, Mexico",2023,72,58,https://airbnb.com/rooms/827727971931379481?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748160_u3b0ZGjykFaGK4dw&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Pinochueco Tree House (Patagonia),Entire cabin,NA,NA,NA,4.88,263,José Ramon,4,2,2,1,4.8,4.9,4.9,4.9,4.8,4.8,"Huasca de Ocampo, Hidalgo, Mexico",2020,119,59,https://airbnb.com/rooms/41909615?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748160_DVwyzZsgkXEqNMhX&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Cabaña Leones King,Entire cabin,Mineral del Monte,Hidalgo,Mexico,,,Ignacio,9,1,1,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2021,177,60,https://airbnb.com/rooms/51016846?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748160_116zjdrS3iDwCb43&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
"Glamping Elevated in Trees, Pinochueco",Treehouse,NA,NA,NA,4.80,64,Sam,2,1,1,1,4.8,4.8,4.6,4.8,4.6,4.6,"Huasca de Ocampo, Hidalgo, Mexico",2016,64,61,https://airbnb.com/rooms/51165619?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-02-12&check_out=2024-02-17&source_impression_id=p3_1697748160_s8VushynjCYTD9dT&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Don Polo Ranch (Cabin 3),Entire cabin,NA,NA,NA,4.33,18,Diego,4,2,2,1,4.5,4.5,4.7,4.6,4.3,4.4,"Mineral del Monte, Hidalgo, Mexico",2019,52,62,https://airbnb.com/rooms/45472087?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748160_cqXhRBzCaoUSyhOO&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Refuge in the woods 2,Entire cabin,Huasca de Ocampo,Hidalgo,Mexico,4.94,17,Sergio,9,2,2,1,4.9,4.9,5.0,5.0,4.9,4.8,"Huasca de Ocampo, Hidalgo, Mexico",2023,193,63,https://airbnb.com/rooms/830745102217206174?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-12&check_out=2023-11-17&source_impression_id=p3_1697748160_JZepRy3QU%2FDC1tlz&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Cabañita (3) eco-friendly in the woods with terrace,Tiny home,NA,NA,NA,4.79,33,,2,1,1,1,4.9,4.8,4.8,4.7,4.7,4.5,"Mineral del Monte, Hidalgo, Mexico",2015,63,64,https://airbnb.com/rooms/751502903076853771?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748160_8EhQlOEythXgyUJ8&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Cabin (4)  in the woods with terrace and view,Tiny home,NA,NA,NA,4.93,27,,2,1,1,1,4.9,4.8,5.0,4.7,4.6,4.8,"Mineral del Monte, Hidalgo, Mexico",2015,63,65,https://airbnb.com/rooms/775596365308958349?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748160_K2%2FDuB3m8slwT7Jb&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Tiny House Hojarasca 1,Tiny home,Mineral del Monte,Hidalgo,Mexico,4.94,16,Luis Daniel,2,1,1,1,4.9,4.9,5.0,4.9,4.9,4.9,"Mineral del Monte, Hidalgo, Mexico",2020,64,66,https://airbnb.com/rooms/862623507303405807?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748160_nunLFfyYRWxEWSzs&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Frida's little house,Hotel,Mineral del Monte,Hidalgo,Mexico,,,,2,1,1,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2018,27,67,https://airbnb.com/rooms/998499913203469475?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748160_vhG2q6F5wmd%2BnC3u&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
"Magical Town Cabin,  Real del Monte",Entire cabin,NA,NA,NA,4.56,77,Juan J.,6,2,2,2,4.8,4.6,4.9,4.7,4.8,4.6,"Mineral del Monte, Hidalgo, Mexico",2017,99,68,https://airbnb.com/rooms/19970660?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748160_XD7IfKy6gCYQV5sO&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Tranquility and Location in Mineral del Monte,Entire home,NA,NA,NA,4.73,11,Maribel,6,3,3,3,4.9,4.7,4.9,4.1,4.7,4.2,"Mineral del Monte, Hidalgo, Mexico",2016,108,69,https://airbnb.com/rooms/51345847?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748160_4tSd0b33Z%2Fqt39QL&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
La Viana Mission Cabana,Entire cabin,Pachuca de Soto,Hidalgo,Mexico,,,,8,5,5,1,,,,,,,"Pachuca de Soto, Hidalgo, Mexico",2023,141,70,https://airbnb.com/rooms/852461980044491694?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748160_ZDWtiJvAPWMKW8%2FT&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
#3 Casa La Paz in Real del Monte - Bedroom # 3,"Room in Mineral del Monte, Mexico",NA,NA,NA,4.72,18,,1,·,·,,4.9,4.7,4.5,4.3,4.6,4.6,"Mineral del Monte, Hidalgo, Mexico",,36,71,https://airbnb.com/rooms/51305612?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1227380551&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748160_QkkHpTTPkhJZnfqW&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,4
Cabana Roble,Entire bungalow,NA,NA,NA,4.89,64,,3,1,1,1,5.0,4.9,4.9,4.8,4.9,4.9,"Mineral del Monte, Hidalgo, Mexico",2019,68,72,https://airbnb.com/rooms/35639977?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748160_ALsraxIwOJhQWvRn&previous_page_section_name=1000&federated_search_id=4c2b0447-578b-4d8f-8c19-24f1be63bcdc,5
Cabaña Don Picazo en Mineral del Monte,Entire cabin,San Miguel Vindho,Hidalgo,Mexico,,,,8,3,3,2,,,,,,,"San Miguel Vindho, Hidalgo, Mexico",2023,138,73,https://airbnb.com/rooms/932736016635344422?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748173_%2BLzNwqIxDTcrssD0&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Refuge in the woods 4,Treehouse,Huasca de Ocampo,Hidalgo,Mexico,4.85,20,Sergio,5,2,2,1,5.0,4.9,4.9,4.9,4.8,4.8,"Huasca de Ocampo, Hidalgo, Mexico",2023,139,74,https://airbnb.com/rooms/830772379724210510?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748173_IsqPVnB8vEzgupIS&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Beatiful cabin in the woods,Entire cabin,Mineral del Chico,Hidalgo,Mexico,4.87,300,Armando Felipe,8,2,2,1,4.7,4.9,4.9,5.0,4.9,4.8,"Mineral del Chico, Hidalgo, Mexico",2016,104,75,https://airbnb.com/rooms/17385520?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748173_ClSD%2F0ltu0AezS7B&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Refuge in the woods 5,Treehouse,Huasca de Ocampo,Hidalgo,Mexico,4.81,31,Sergio,3,1,1,1,4.8,4.9,4.8,4.8,4.8,4.7,"Huasca de Ocampo, Hidalgo, Mexico",2023,72,76,https://airbnb.com/rooms/830368892003298298?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748173_SGICXW2oliTF2Mze&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Glamping (2) Luz de Luna,Dome,NA,NA,NA,5.0,5,,2,1,1,1,5.0,5.0,5.0,5.0,5.0,4.8,"Hidalgo, Mexico",2019,124,77,https://airbnb.com/rooms/866714688076766869?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748173_uMTPJnHbnGUBRKUR&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
"Hotel Posada Real, comfortable and modern",Hotel,Mineral del Monte,Hidalgo,Mexico,4.61,99,Pablo,2,1,1,1.5,4.8,4.8,4.8,4.8,4.7,4.7,"Mineral del Monte, Hidalgo, Mexico",2016,39,78,https://airbnb.com/rooms/41531846?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748173_RDgXuSyIuEVygJhh&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Hermosa Cabaña Near Mineral del Chico,Entire cabin,NA,NA,NA,4.70,99,Edgar,10,2,2,1.5,4.4,4.8,4.9,4.8,4.8,4.7,"Mineral del Chico, Hidalgo, Mexico",2016,110,79,https://airbnb.com/rooms/43046909?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748173_IZ3t8VRFQFl%2FSlVy&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Cabaña Boutique TinyChillHouse 5,Hut,NA,NA,NA,4.79,47,Edgar,4,1,1,1,4.9,4.8,4.8,4.7,4.8,4.8,"Mineral del Chico, Hidalgo, Mexico",2016,107,80,https://airbnb.com/rooms/563289309448984344?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748173_ft%2FDDO8YTaEr8bnT&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Hab(3) 🟣Beautiful Private Room Real del Monte,"Room in Mineral del Monte, Mexico",NA,NA,NA,4.61,31,,2,Shared,Shared,,4.9,4.7,4.5,4.5,4.5,4.5,"Mineral del Monte, Hidalgo, Mexico",,22,81,https://airbnb.com/rooms/52904371?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1271216402&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748173_OvwnWDLIoGeIybS%2B&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
"Suite 3, Bella Stone in the Omitlan Forest",Nature lodge,NA,NA,NA,4.91,53,Misael Y Mayra,3,1,1,1,4.9,4.8,4.9,4.8,4.8,4.7,"Hidalgo, Mexico",2022,56,82,https://airbnb.com/rooms/649238465350223736?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748173_2uQr2%2FCSBUc2Obli&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Beautiful cabin near magical villages,Entire cabin,Mineral del Monte,Hidalgo,Mexico,5.0,3,Monserrat,6,1,1,1.5,5.0,5.0,5.0,5.0,5.0,5.0,"Mineral del Monte, Hidalgo, Mexico",2018,110,83,https://airbnb.com/rooms/592250624624465264?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748173_VDMQt4M8E%2F8%2BvZE0&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Comfortable Suite C./All services/8 min from downtown,Entire guest suite,NA,NA,NA,4.89,18,Andrés,4,1,1,1,5.0,4.9,4.9,4.6,4.6,4.9,"Mineral del Monte, Hidalgo, Mexico",2017,43,84,https://airbnb.com/rooms/45950795?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-11&check_out=2023-11-16&source_impression_id=p3_1697748173_KkEiCs7JFs928GIF&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Cabin 5 in the  woods with a terrace and  view,Tiny home,NA,NA,NA,4.90,10,,2,1,1,1,4.8,4.8,5.0,4.6,4.8,4.7,"Mineral del Monte, Hidalgo, Mexico",2015,63,85,https://airbnb.com/rooms/751490193746252755?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748173_t9HRncaYObDtS7Ya&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Cabin (4a) in the woods 5 minutes from downtown,Entire cabin,Mineral del Monte,Hidalgo,Mexico,4.83,6,,2,1,1,1,5.0,5.0,4.8,4.8,4.7,4.8,"Mineral del Monte, Hidalgo, Mexico",2015,63,86,https://airbnb.com/rooms/894948926068662774?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748173_bwdxCj77uPjt6ee6&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Cabañita (5a) in the Forest 5 minutes from downtown,Tiny home,Mineral del Monte,Hidalgo,Mexico,5.0,4,,2,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,"Mineral del Monte, Hidalgo, Mexico",2015,63,87,https://airbnb.com/rooms/920478828259915802?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748173_qi6Mbj7kIjdk%2B9cY&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
"Cabin with the best landscapes !
Real del Monte!",Entire cottage,NA,NA,NA,4.93,14,Javier,4,2,2,1,4.9,4.9,4.9,4.6,4.8,4.6,"Hidalgo, Mexico",2018,78,88,https://airbnb.com/rooms/614616471849921290?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748173_Rg8gQ%2BOwAIudKu5D&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Entire property 3 suites and terrace in the woods,Hut,NA,NA,NA,4.67,12,,10,3,3,3.5,4.7,4.7,4.4,4.6,4.7,4.3,"Hidalgo, Mexico",2022,221,89,https://airbnb.com/rooms/638614409397681461?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748173_rcNNc11AsFEaE3Tw&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,5
Sheet The Breath,Entire cabin,Pachuca de Soto,Hidalgo,Mexico,4.63,8,,2,1,1,1,4.9,4.8,4.8,4.2,4.0,4.5,"Pachuca de Soto, Hidalgo, Mexico",2018,83,90,https://airbnb.com/rooms/892950296781071587?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748173_fMg6Mpqe2717Sw8k&previous_page_section_name=1000&federated_search_id=e5460054-d997-4af6-841b-2b7a76dba14e,6
Casa Rodante with Jacuzzi,Shipping container,NA,NA,NA,,,K-Naj,2,1,1,1,,,,,,,"Hidalgo, Mexico",2023,136,91,https://airbnb.com/rooms/997462281387812742?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697748193_Hn8kjouu7HhUQzl2&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Cabaña boutique TinyChillHouse 6,Hut,Mineral del Chico,Hidalgo,Mexico,4.88,52,Edgar,4,1,1,1,4.9,4.8,4.7,4.8,4.7,4.8,"Mineral del Chico, Hidalgo, Mexico",2016,107,92,https://airbnb.com/rooms/563304697337866177?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-05&check_out=2023-11-10&source_impression_id=p3_1697748193_qBHzTHWymNWvZtuU&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Cabaña Ecologica  SWEET HOME,Entire cabin,NA,NA,NA,,,,4,2,2,1,,,,,,,"Mineral del Monte, Hidalgo, Mexico",2020,,93,https://airbnb.com/rooms/861700383543313425?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-21&check_out=2023-10-26&source_impression_id=p3_1697748193_3cRnKjlz0c4TqjXb&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Bosquecielo Arte,Tiny home,NA,NA,NA,4.65,52,Christian,5,2,2,1,4.7,4.6,4.5,4.7,4.4,4.4,"Huasca de Ocampo, Hidalgo, Mexico",2015,118,94,https://airbnb.com/rooms/624743562614713558?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748193_me3BwQQekuj5KZWo&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
"Tiny house in Hidalgo, Mexico | Asteroid #1",Tiny home,Omitlán de Juárez,Hidalgo,Mexico,4.89,70,Aarón,4,1,1,1,4.9,4.9,4.8,4.6,4.7,4.6,"Omitlán de Juárez, Hidalgo, Mexico",2022,,95,https://airbnb.com/rooms/555081476809904673?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748193_WQkID18Lk0Tb3qoR&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Glamping (1) Luz de Luna,Place to stay in a dome,NA,NA,NA,,,Daniel,2,1,1,1,,,,,,,"Hidalgo, Mexico",2019,124,96,https://airbnb.com/rooms/839849332755040024?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748193_vq19jaOg9UQqpLNR&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Quinta Azul,Entire home,NA,NA,NA,4.93,41,Ibeth,4,1,1,1,5.0,4.9,5.0,4.9,4.9,4.9,"Mineral del Monte, Hidalgo, Mexico",2019,47,97,https://airbnb.com/rooms/34181749?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748193_KJkzUSV2O0URW%2F%2Fg&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Hab (4)  Beautiful private room Real del Monte,"Room in Mineral del Monte, Mexico",NA,NA,NA,5.0,3,,3,Shared,Shared,,5.0,5.0,5.0,5.0,5.0,5.0,"Mineral del Monte, Hidalgo, Mexico",,30,98,https://airbnb.com/rooms/928241176565157708?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1690108860&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748193_vKnTqLYXU0koeirI&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Sunshine and moon in a double bed,Hotel,NA,NA,NA,4.69,36,Ana,2,1,1,1,4.9,4.9,4.9,4.7,4.9,4.8,"Mineral del Monte, Hidalgo, Mexico",2018,33,99,https://airbnb.com/rooms/25460847?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748193_OnjOrs22uNV%2Biuu0&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Centrally located Magic Village Room,"Room in Mineral del Monte, Mexico",Mineral del Monte,Hidalgo,Mexico,,,,2,Private,Private,,,,,,,,"Mineral del Monte, Hidalgo, Mexico",,42,100,https://airbnb.com/rooms/931904650119483643?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1693893502&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748193_WNYWuTTEbaO8hyqm&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
"Glamping (Room) Elevated 1, Pinochueco",Treehouse,NA,NA,NA,4.73,116,,2,1,1,1,4.7,4.8,4.7,4.8,4.8,4.7,"Huasca de Ocampo, Hidalgo, Mexico",2020,64,101,https://airbnb.com/rooms/50283825?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748193_8qdkINrNvgDOX35U&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Teppee Nakoma,"Room in Mineral del Monte, Mexico",Mineral del Monte,Hidalgo,Mexico,3.80,5,,1,Shared,Shared,,4.0,4.2,3.8,4.0,2.8,3.4,"Mineral del Monte, Hidalgo, Mexico",,47,102,https://airbnb.com/rooms/821132888100795656?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1582646396&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748193_FysMfdASc1q0vxxv&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Hut in the middle of Real del Monte !,Entire cabin,NA,NA,NA,4.68,35,Omar,7,2,2,1,5.0,4.8,5.0,4.8,4.7,4.7,"Mineral del Monte, Hidalgo, Mexico",2015,138,103,https://airbnb.com/rooms/23508953?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697748193_BGWF5vzBtKbZgCmG&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Central accommodation with fire pit and barbecue,Entire cabin,NA,NA,NA,4.33,9,,6,2,2,1,4.9,4.4,4.8,4.6,4.4,4.1,"Mineral del Monte, Hidalgo, Mexico",2017,113,104,https://airbnb.com/rooms/676794473001482120?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697748193_hLCH9QSDRFBGfS30&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
#1 Casa La Paz in Real del Monte - Bedroom # 1,"Room in Mineral del Monte, Mexico",NA,NA,NA,4.94,17,,1,·,·,,5.0,4.9,4.9,4.9,4.9,4.7,"Mineral del Monte, Hidalgo, Mexico",,33,105,https://airbnb.com/rooms/49669085?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1258880812&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697748193_%2FeFUxyPh%2FTAY%2Fdgs&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
Organic Tree House (2a),Tiny home,Mineral del Monte,Hidalgo,Mexico,5.0,3,,2,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,"Mineral del Monte, Hidalgo, Mexico",2015,71,106,https://airbnb.com/rooms/948912926800885303?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-03&check_out=2023-11-08&source_impression_id=p3_1697748193_Ow4%2BhxrNlSxe7bRh&previous_page_section_name=1000&federated_search_id=ac9e8f70-9049-4795-bf59-b7b1c37f9cd2,6
